timeOpen,timeClose,timeHigh,timeLow,name,open,high,low,close,volume,marketCap,timestamp
2025-06-26T00:00:00.000Z,2025-06-26T23:59:59.999Z,2025-06-26T03:07:00.000Z,2025-06-26T15:34:00.000Z,2781,107375.0706,108305.543,106666.3498,106960.0033,43891990613,2.12669E+12,2025-06-26T23:59:59.999Z
2025-06-25T00:00:00.000Z,2025-06-25T23:59:59.999Z,2025-06-25T14:08:00.000Z,2025-06-25T00:39:00.000Z,2781,106047.4032,108168.4003,105881.3894,107361.2608,51624120283,2.13499E+12,2025-06-25T23:59:59.999Z
2025-06-24T00:00:00.000Z,2025-06-24T23:59:59.999Z,2025-06-24T17:03:00.000Z,2025-06-24T08:19:00.000Z,2781,105571.5178,106316.8286,104740.2421,106045.6321,48822986421,2.10854E+12,2025-06-24T23:59:59.999Z
2025-06-23T00:00:00.000Z,2025-06-23T23:59:59.999Z,2025-06-23T22:31:00.000Z,2025-06-23T16:38:00.000Z,2781,100987.4731,106116.8623,99705.747,105577.772,65237759656,2.09905E+12,2025-06-23T23:59:59.999Z
2025-06-22T00:00:00.000Z,2025-06-22T23:59:59.999Z,2025-06-22T00:38:00.000Z,2025-06-22T20:19:00.000Z,2781,102212.0349,103351.6304,98286.20593,100987.1395,65536997201,2.00787E+12,2025-06-22T23:59:59.999Z
2025-06-21T00:00:00.000Z,2025-06-21T23:59:59.999Z,2025-06-21T10:37:00.000Z,2025-06-21T23:47:00.000Z,2781,103315.0806,104015.7801,100973.0642,102257.4087,38360555118,2.03218E+12,2025-06-21T23:59:59.999Z
2025-06-20T00:00:00.000Z,2025-06-20T23:59:59.999Z,2025-06-20T08:38:00.000Z,2025-06-20T17:38:00.000Z,2781,104681.033,106539.3839,102372.211,103309.6041,50951862476,2.05407E+12,2025-06-20T23:59:59.999Z
2025-06-19T00:00:00.000Z,2025-06-19T23:59:59.999Z,2025-06-19T05:08:00.000Z,2025-06-19T17:06:00.000Z,2781,104886.7743,105250.8923,103940.7752,104684.286,37333806920,2.08117E+12,2025-06-19T23:59:59.999Z
2025-06-18T00:00:00.000Z,2025-06-18T23:59:59.999Z,2025-06-18T05:30:00.000Z,2025-06-18T19:01:00.000Z,2781,104602.0686,105581.8531,103602.2618,104883.3269,47318089133,2.08515E+12,2025-06-18T23:59:59.999Z
2025-06-17T00:00:00.000Z,2025-06-17T23:59:59.999Z,2025-06-17T03:13:00.000Z,2025-06-17T17:08:00.000Z,2781,106794.1209,107750.1941,103396.528,104601.1168,55964092176,2.07928E+12,2025-06-17T23:59:59.999Z
2025-06-16T00:00:00.000Z,2025-06-16T23:59:59.999Z,2025-06-16T19:28:00.000Z,2025-06-16T01:33:00.000Z,2781,105555.5929,108915.3756,104997.6212,106796.7572,50366626945,2.12285E+12,2025-06-16T23:59:59.999Z
2025-06-15T00:00:00.000Z,2025-06-15T23:59:59.999Z,2025-06-15T06:01:00.000Z,2025-06-15T21:14:00.000Z,2781,105464.8401,106157.0984,104519.8802,105552.027,36744307742,2.09823E+12,2025-06-15T23:59:59.999Z
2025-06-14T00:00:00.000Z,2025-06-14T23:59:59.999Z,2025-06-14T00:54:00.000Z,2025-06-14T20:11:00.000Z,2781,106108.0852,106203.756,104379.3652,105472.4087,38007870453,2.09643E+12,2025-06-14T23:59:59.999Z
2025-06-13T00:00:00.000Z,2025-06-13T23:59:59.999Z,2025-06-13T23:46:00.000Z,2025-06-13T01:12:00.000Z,2781,105924.5906,106182.546,102822.0258,106090.9664,69550440846,2.10922E+12,2025-06-13T23:59:59.999Z
2025-06-12T00:00:00.000Z,2025-06-12T23:59:59.999Z,2025-06-12T00:24:00.000Z,2025-06-12T22:56:00.000Z,2781,108685.9104,108780.6974,105785.6887,105929.0513,54843867968,2.10557E+12,2025-06-12T23:59:59.999Z
2025-06-11T00:00:00.000Z,2025-06-11T23:59:59.999Z,2025-06-11T14:36:00.000Z,2025-06-11T22:27:00.000Z,2781,110261.7963,110384.221,108086.3279,108686.6277,50842662052,2.16042E+12,2025-06-11T23:59:59.999Z
2025-06-10T00:00:00.000Z,2025-06-10T23:59:59.999Z,2025-06-10T19:36:00.000Z,2025-06-10T15:34:00.000Z,2781,110295.6877,110380.1214,108367.7134,110257.2377,54700101509,2.19169E+12,2025-06-10T23:59:59.999Z
2025-06-09T00:00:00.000Z,2025-06-09T23:59:59.999Z,2025-06-09T21:31:00.000Z,2025-06-09T05:39:00.000Z,2781,105793.0212,110561.4198,105400.2309,110294.0991,55903193732,2.19231E+12,2025-06-09T23:59:59.999Z
2025-06-08T00:00:00.000Z,2025-06-08T23:59:59.999Z,2025-06-08T21:57:00.000Z,2025-06-08T10:16:00.000Z,2781,105617.5094,106497.0598,105075.3305,105793.6502,36626232328,2.10277E+12,2025-06-08T23:59:59.999Z
2025-06-07T00:00:00.000Z,2025-06-07T23:59:59.999Z,2025-06-07T20:20:00.000Z,2025-06-07T00:19:00.000Z,2781,104390.6448,105972.7541,103987.3118,105615.6263,38365033776,2.09923E+12,2025-06-07T23:59:59.999Z
2025-06-06T00:00:00.000Z,2025-06-06T23:59:59.999Z,2025-06-06T15:17:00.000Z,2025-06-06T00:23:00.000Z,2781,101574.3671,105376.7734,101169.5724,104390.3469,48856653697,2.0748E+12,2025-06-06T23:59:59.999Z
2025-06-05T00:00:00.000Z,2025-06-05T23:59:59.999Z,2025-06-05T13:11:00.000Z,2025-06-05T20:57:00.000Z,2781,104750.7801,105936.6902,100436.8859,101575.9523,57479298400,2.01878E+12,2025-06-05T23:59:59.999Z
2025-06-04T00:00:00.000Z,2025-06-04T23:59:59.999Z,2025-06-04T10:16:00.000Z,2025-06-04T14:07:00.000Z,2781,105434.3683,105997.6923,104232.6999,104731.9833,44544857105,2.08186E+12,2025-06-04T23:59:59.999Z
2025-06-03T00:00:00.000Z,2025-06-03T23:59:59.999Z,2025-06-03T15:32:00.000Z,2025-06-03T08:44:00.000Z,2781,105888.4735,106813.579,104920.8441,105432.4701,46196508367,2.09541E+12,2025-06-03T23:59:59.999Z
2025-06-02T00:00:00.000Z,2025-06-02T23:59:59.999Z,2025-06-02T23:26:00.000Z,2025-06-02T14:01:00.000Z,2781,105649.8096,105958.3134,103727.5471,105881.5339,45819706290,2.10439E+12,2025-06-02T23:59:59.999Z
2025-06-01T00:00:00.000Z,2025-06-01T23:59:59.999Z,2025-06-01T23:22:00.000Z,2025-06-01T09:56:00.000Z,2781,104637.2967,105884.5443,103826.9556,105652.0986,37397056873,2.0996E+12,2025-06-01T23:59:59.999Z
2025-05-31T00:00:00.000Z,2025-05-31T23:59:59.999Z,2025-05-31T21:38:00.000Z,2025-05-31T03:09:00.000Z,2781,103994.7152,104927.1046,103136.1135,104638.0913,38997843858,2.07943E+12,2025-05-31T23:59:59.999Z
2025-05-30T00:00:00.000Z,2025-05-30T23:59:59.999Z,2025-05-30T05:41:00.000Z,2025-05-30T23:36:00.000Z,2781,105646.2077,106308.9485,103685.7883,103998.5722,57655287183,2.06661E+12,2025-05-30T23:59:59.999Z
2025-05-29T00:00:00.000Z,2025-05-29T23:59:59.999Z,2025-05-29T11:23:00.000Z,2025-05-29T23:50:00.000Z,2781,107795.5706,108910.0492,105374.3999,105641.7607,56022752042,2.09938E+12,2025-05-29T23:59:59.999Z
2025-05-28T00:00:00.000Z,2025-05-28T23:59:59.999Z,2025-05-28T01:01:00.000Z,2025-05-28T20:03:00.000Z,2781,108992.1725,109298.2886,106812.9299,107802.3245,49155377493,2.14203E+12,2025-05-28T23:59:59.999Z
2025-05-27T00:00:00.000Z,2025-05-27T23:59:59.999Z,2025-05-27T13:21:00.000Z,2025-05-27T01:25:00.000Z,2781,109440.4095,110744.2078,107609.5567,108994.6422,57450176272,2.16576E+12,2025-05-27T23:59:59.999Z
2025-05-26T00:00:00.000Z,2025-05-26T23:59:59.999Z,2025-05-26T15:42:00.000Z,2025-05-26T00:29:00.000Z,2781,109023.7783,110376.8815,108735.6419,109440.3684,45950461571,2.17462E+12,2025-05-26T23:59:59.999Z
2025-05-25T00:00:00.000Z,2025-05-25T23:59:59.999Z,2025-05-25T23:02:00.000Z,2025-05-25T16:30:00.000Z,2781,107802.2721,109313.3015,106683.3725,109035.387,47518041841,2.16629E+12,2025-05-25T23:59:59.999Z
2025-05-24T00:00:00.000Z,2025-05-24T23:59:59.999Z,2025-05-24T11:13:00.000Z,2025-05-24T00:06:00.000Z,2781,107278.507,109454.5212,106895.2911,107791.1575,45903627163,2.14197E+12,2025-05-24T23:59:59.999Z
2025-05-23T00:00:00.000Z,2025-05-23T23:59:59.999Z,2025-05-23T00:14:00.000Z,2025-05-23T23:50:00.000Z,2781,111679.3563,111798.9039,106841.3012,107287.7967,67548133399,2.13151E+12,2025-05-23T23:59:59.999Z
2025-05-22T00:00:00.000Z,2025-05-22T23:59:59.999Z,2025-05-22T17:35:00.000Z,2025-05-22T00:44:00.000Z,2781,109673.4919,111970.1681,109285.0724,111673.284,70157575642,2.2189E+12,2025-05-22T23:59:59.999Z
2025-05-21T00:00:00.000Z,2025-05-21T23:59:59.999Z,2025-05-21T23:28:00.000Z,2025-05-21T09:51:00.000Z,2781,106791.3124,110724.4642,106127.2346,109678.0763,78086364051,2.17899E+12,2025-05-21T23:59:59.999Z
2025-05-20T00:00:00.000Z,2025-05-20T23:59:59.999Z,2025-05-20T20:50:00.000Z,2025-05-20T13:49:00.000Z,2781,105605.4091,107307.1139,104206.5158,106791.0897,36515726122,2.12168E+12,2025-05-20T23:59:59.999Z
2025-05-19T00:00:00.000Z,2025-05-19T23:59:59.999Z,2025-05-19T00:09:00.000Z,2025-05-19T06:40:00.000Z,2781,106430.5327,107068.7224,102112.6855,105606.1815,61761126647,2.09807E+12,2025-05-19T23:59:59.999Z
2025-05-18T00:00:00.000Z,2025-05-18T23:59:59.999Z,2025-05-18T23:59:00.000Z,2025-05-18T00:02:00.000Z,2781,103186.9556,106597.1681,103142.6046,106446.0106,49887082058,2.11427E+12,2025-05-18T23:59:59.999Z
2025-05-17T00:00:00.000Z,2025-05-17T23:59:59.999Z,2025-05-17T05:04:00.000Z,2025-05-17T01:48:00.000Z,2781,103489.2897,103716.949,102659.1771,103191.0855,37898552742,2.04984E+12,2025-05-17T23:59:59.999Z
2025-05-16T00:00:00.000Z,2025-05-16T23:59:59.999Z,2025-05-16T16:06:00.000Z,2025-05-16T08:26:00.000Z,2781,103735.6551,104533.4867,103137.4787,103489.2917,44386499364,2.05584E+12,2025-05-16T23:59:59.999Z
2025-05-15T00:00:00.000Z,2025-05-15T23:59:59.999Z,2025-05-15T17:46:00.000Z,2025-05-15T14:47:00.000Z,2781,103538.8257,104153.6199,101440.8125,103744.6436,50408241840,2.06073E+12,2025-05-15T23:59:59.999Z
2025-05-14T00:00:00.000Z,2025-05-14T23:59:59.999Z,2025-05-14T13:36:00.000Z,2025-05-14T17:26:00.000Z,2781,104167.3256,104303.5652,102618.2974,103539.4171,45956071155,2.05678E+12,2025-05-14T23:59:59.999Z
2025-05-13T00:00:00.000Z,2025-05-13T23:59:59.999Z,2025-05-13T19:49:00.000Z,2025-05-13T03:31:00.000Z,2781,102812.4925,104997.4206,101515.0929,104169.8129,52608876410,2.06922E+12,2025-05-13T23:59:59.999Z
2025-05-12T00:00:00.000Z,2025-05-12T23:59:59.999Z,2025-05-12T07:06:00.000Z,2025-05-12T18:51:00.000Z,2781,104106.9627,105747.4521,100814.4026,102812.9533,63250475404,2.04226E+12,2025-05-12T23:59:59.999Z
2025-05-11T00:00:00.000Z,2025-05-11T23:59:59.999Z,2025-05-11T00:08:00.000Z,2025-05-11T08:00:00.000Z,2781,104701.0726,104937.9892,103364.7398,104106.3555,46285517406,2.06793E+12,2025-05-11T23:59:59.999Z
2025-05-10T00:00:00.000Z,2025-05-10T23:59:59.999Z,2025-05-10T23:26:00.000Z,2025-05-10T00:57:00.000Z,2781,102973.7142,104961.7644,102830.4816,104696.3273,42276713994,2.07968E+12,2025-05-10T23:59:59.999Z
2025-05-09T00:00:00.000Z,2025-05-09T23:59:59.999Z,2025-05-09T07:50:00.000Z,2025-05-09T03:58:00.000Z,2781,103239.1252,104297.4909,102343.0903,102970.8497,58198593958,2.04533E+12,2025-05-09T23:59:59.999Z
2025-05-08T00:00:00.000Z,2025-05-08T23:59:59.999Z,2025-05-08T21:22:00.000Z,2025-05-08T00:43:00.000Z,2781,97034.24689,103969.5365,96913.8724,103241.4608,69895404397,2.05055E+12,2025-05-08T23:59:59.999Z
2025-05-07T00:00:00.000Z,2025-05-07T23:59:59.999Z,2025-05-07T01:09:00.000Z,2025-05-07T19:36:00.000Z,2781,96800.1945,97625.80534,95829.33207,97032.31897,76983822462,1.92726E+12,2025-05-07T23:59:59.999Z
2025-05-06T00:00:00.000Z,2025-05-06T23:59:59.999Z,2025-05-06T23:52:00.000Z,2025-05-06T13:55:00.000Z,2781,94748.38629,96889.17623,93399.85891,96802.47756,26551275827,1.92256E+12,2025-05-06T23:59:59.999Z
2025-05-05T00:00:00.000Z,2025-05-05T23:59:59.999Z,2025-05-05T22:43:00.000Z,2025-05-05T02:10:00.000Z,2781,94319.56287,95193.1862,93566.26384,94748.05148,25816260327,1.88177E+12,2025-05-05T23:59:59.999Z
2025-05-04T00:00:00.000Z,2025-05-04T23:59:59.999Z,2025-05-04T02:07:00.000Z,2025-05-04T23:46:00.000Z,2781,95877.18418,96318.91982,94173.43224,94315.97489,18198688416,1.8732E+12,2025-05-04T23:59:59.999Z
2025-05-03T00:00:00.000Z,2025-05-03T23:59:59.999Z,2025-05-03T00:06:00.000Z,2025-05-03T23:39:00.000Z,2781,96904.63474,96943.88182,95821.29092,95891.79803,15775154889,1.9041E+12,2025-05-03T23:59:59.999Z
2025-05-02T00:00:00.000Z,2025-05-02T23:59:59.999Z,2025-05-02T15:02:00.000Z,2025-05-02T08:01:00.000Z,2781,96494.96919,97905.90081,96375.94611,96910.06858,26421924677,1.92445E+12,2025-05-02T23:59:59.999Z
2025-05-01T00:00:00.000Z,2025-05-01T23:59:59.999Z,2025-05-01T15:16:00.000Z,2025-05-01T00:01:00.000Z,2781,94212.86288,97437.96388,94153.63388,96492.33905,32875889623,1.91627E+12,2025-05-01T23:59:59.999Z
2025-04-30T00:00:00.000Z,2025-04-30T23:59:59.999Z,2025-04-30T11:56:00.000Z,2025-04-30T14:01:00.000Z,2781,94286.46866,95249.31941,92979.63963,94207.3113,28344679831,1.87091E+12,2025-04-30T23:59:59.999Z
2025-04-29T00:00:00.000Z,2025-04-29T23:59:59.999Z,2025-04-29T16:46:00.000Z,2025-04-29T23:15:00.000Z,2781,94981.86138,95485.41282,93796.63422,94284.79163,25806129921,1.87233E+12,2025-04-29T23:59:59.999Z
2025-04-28T00:00:00.000Z,2025-04-28T23:59:59.999Z,2025-04-28T12:48:00.000Z,2025-04-28T01:56:00.000Z,2781,93755.30361,95598.49224,92860.80822,94978.7525,32363449569,1.8861E+12,2025-04-28T23:59:59.999Z
2025-04-27T00:00:00.000Z,2025-04-27T23:59:59.999Z,2025-04-27T01:18:00.000Z,2025-04-27T13:08:00.000Z,2781,94660.90921,95301.20638,93665.39736,93754.84674,18090367764,1.8617E+12,2025-04-27T23:59:59.999Z
2025-04-26T00:00:00.000Z,2025-04-26T23:59:59.999Z,2025-04-26T01:37:00.000Z,2025-04-26T13:47:00.000Z,2781,94714.64637,95251.35944,93927.25063,94646.92811,17612825123,1.87964E+12,2025-04-26T23:59:59.999Z
2025-04-25T00:00:00.000Z,2025-04-25T23:59:59.999Z,2025-04-25T14:57:00.000Z,2025-04-25T03:03:00.000Z,2781,93954.24982,95768.39247,92898.59309,94720.49802,40915232364,1.88079E+12,2025-04-25T23:59:59.999Z
2025-04-24T00:00:00.000Z,2025-04-24T23:59:59.999Z,2025-04-24T23:35:00.000Z,2025-04-24T08:50:00.000Z,2781,93692.39595,94016.19443,91696.71411,93943.79342,31483175315,1.86553E+12,2025-04-24T23:59:59.999Z
2025-04-23T00:00:00.000Z,2025-04-23T23:59:59.999Z,2025-04-23T13:39:00.000Z,2025-04-23T15:30:00.000Z,2781,93427.58581,94535.73207,91962.95818,93699.11318,41719568821,1.86029E+12,2025-04-23T23:59:59.999Z
2025-04-22T00:00:00.000Z,2025-04-22T23:59:59.999Z,2025-04-22T23:39:00.000Z,2025-04-22T00:38:00.000Z,2781,87521.87117,93817.38379,87084.52941,93441.89335,55899038456,1.855E+12,2025-04-22T23:59:59.999Z
2025-04-21T00:00:00.000Z,2025-04-21T23:59:59.999Z,2025-04-21T14:32:00.000Z,2025-04-21T00:05:00.000Z,2781,85171.54275,88460.09617,85143.83771,87518.90503,41396190190,1.7377E+12,2025-04-21T23:59:59.999Z
2025-04-20T00:00:00.000Z,2025-04-20T23:59:59.999Z,2025-04-20T02:06:00.000Z,2025-04-20T11:32:00.000Z,2781,85066.06887,85306.38126,83976.84585,85174.30163,14664050812,1.691E+12,2025-04-20T23:59:59.999Z
2025-04-19T00:00:00.000Z,2025-04-19T23:59:59.999Z,2025-04-19T15:33:00.000Z,2025-04-19T00:09:00.000Z,2781,84450.87033,85597.70374,84353.45782,85063.41306,15259300427,1.68887E+12,2025-04-19T23:59:59.999Z
2025-04-18T00:00:00.000Z,2025-04-18T23:59:59.999Z,2025-04-18T01:31:00.000Z,2025-04-18T16:03:00.000Z,2781,84900.19136,85095.04944,84298.8832,84450.80708,12728372364,1.67662E+12,2025-04-18T23:59:59.999Z
2025-04-17T00:00:00.000Z,2025-04-17T23:59:59.999Z,2025-04-17T18:26:00.000Z,2025-04-17T14:38:00.000Z,2781,84030.67293,85449.06766,83749.75302,84895.75144,21276866029,1.68551E+12,2025-04-17T23:59:59.999Z
2025-04-16T00:00:00.000Z,2025-04-16T23:59:59.999Z,2025-04-16T17:23:00.000Z,2025-04-16T01:01:00.000Z,2781,83674.51108,85428.28241,83100.61793,84033.86542,29617804112,1.6682E+12,2025-04-16T23:59:59.999Z
2025-04-15T00:00:00.000Z,2025-04-15T23:59:59.999Z,2025-04-15T13:53:00.000Z,2025-04-15T23:44:00.000Z,2781,84539.69278,86429.34848,83598.81842,83668.98933,28040322885,1.66109E+12,2025-04-15T23:59:59.999Z
2025-04-14T00:00:00.000Z,2025-04-14T23:59:59.999Z,2025-04-14T14:54:00.000Z,2025-04-14T00:00:00.000Z,2781,83694.52327,85784.99773,83690.63695,84542.39128,34090769777,1.67823E+12,2025-04-14T23:59:59.999Z
2025-04-13T00:00:00.000Z,2025-04-13T23:59:59.999Z,2025-04-13T01:32:00.000Z,2025-04-13T21:09:00.000Z,2781,85279.47053,86015.18585,83027.00426,83684.97903,28796984817,1.66141E+12,2025-04-13T23:59:59.999Z
2025-04-12T00:00:00.000Z,2025-04-12T23:59:59.999Z,2025-04-12T20:45:00.000Z,2025-04-12T03:01:00.000Z,2781,83404.51699,85856.18787,82769.37789,85287.11328,24258059104,1.69283E+12,2025-04-12T23:59:59.999Z
2025-04-11T00:00:00.000Z,2025-04-11T23:59:59.999Z,2025-04-11T21:24:00.000Z,2025-04-11T01:00:00.000Z,2781,79625.04814,84247.47365,78936.32057,83404.83981,41656778779,1.65558E+12,2025-04-11T23:59:59.999Z
2025-04-10T00:00:00.000Z,2025-04-10T23:59:59.999Z,2025-04-10T00:08:00.000Z,2025-04-10T16:03:00.000Z,2781,82565.97445,82700.93206,78456.13375,79626.14144,44718000633,1.58052E+12,2025-04-10T23:59:59.999Z
2025-04-09T00:00:00.000Z,2025-04-09T23:59:59.999Z,2025-04-09T21:25:00.000Z,2025-04-09T01:30:00.000Z,2781,76273.5617,83541.00025,74589.67271,82573.95113,84213627038,1.63886E+12,2025-04-09T23:59:59.999Z
2025-04-08T00:00:00.000Z,2025-04-08T23:59:59.999Z,2025-04-08T02:14:00.000Z,2025-04-08T22:40:00.000Z,2781,79218.47386,80823.88812,76198.02228,76271.95017,48314590749,1.51393E+12,2025-04-08T23:59:59.999Z
2025-04-07T00:00:00.000Z,2025-04-07T23:59:59.999Z,2025-04-07T14:19:00.000Z,2025-04-07T07:05:00.000Z,2781,78221.33313,81119.06442,74436.6791,79235.33313,91262424987,1.57234E+12,2025-04-07T23:59:59.999Z
2025-04-06T00:00:00.000Z,2025-04-06T23:59:59.999Z,2025-04-06T01:32:00.000Z,2025-04-06T23:22:00.000Z,2781,83504.50712,83704.71779,77097.7409,78214.48082,36294853736,1.55251E+12,2025-04-06T23:59:59.999Z
2025-04-05T00:00:00.000Z,2025-04-05T23:59:59.999Z,2025-04-05T01:29:00.000Z,2025-04-05T15:46:00.000Z,2781,83844.69966,84207.01936,82377.73586,83504.80017,14380803631,1.65734E+12,2025-04-05T23:59:59.999Z
2025-04-04T00:00:00.000Z,2025-04-04T23:59:59.999Z,2025-04-04T09:58:00.000Z,2025-04-04T11:31:00.000Z,2781,83100.24744,84696.14626,81670.74877,83843.80487,45157640207,1.66404E+12,2025-04-04T23:59:59.999Z
2025-04-03T00:00:00.000Z,2025-04-03T23:59:59.999Z,2025-04-03T01:52:00.000Z,2025-04-03T15:09:00.000Z,2781,82487.47642,83909.29837,81282.09786,83102.82821,36852112080,1.64922E+12,2025-04-03T23:59:59.999Z
2025-04-02T00:00:00.000Z,2025-04-02T23:59:59.999Z,2025-04-02T20:18:00.000Z,2025-04-02T23:04:00.000Z,2781,85180.61304,88466.95696,82343.53911,82485.70837,47584398470,1.63702E+12,2025-04-02T23:59:59.999Z
2025-04-01T00:00:00.000Z,2025-04-01T23:59:59.999Z,2025-04-01T16:03:00.000Z,2025-04-01T00:17:00.000Z,2781,82551.91873,85487.36612,82429.36199,85169.16959,28175650319,1.69042E+12,2025-04-01T23:59:59.999Z
2025-03-31T00:00:00.000Z,2025-03-31T23:59:59.999Z,2025-03-31T15:26:00.000Z,2025-03-31T00:46:00.000Z,2781,82336.05935,83870.12135,81293.88856,82548.91096,29004228247,1.63822E+12,2025-03-31T23:59:59.999Z
2025-03-30T00:00:00.000Z,2025-03-30T23:59:59.999Z,2025-03-30T10:12:00.000Z,2025-03-30T22:10:00.000Z,2781,82596.98323,83505.00293,81573.24707,82334.5227,14763760943,1.6339E+12,2025-03-30T23:59:59.999Z
2025-03-29T00:00:00.000Z,2025-03-29T23:59:59.999Z,2025-03-29T00:38:00.000Z,2025-03-29T17:18:00.000Z,2781,84352.07273,84567.33215,81634.14131,82597.58434,16969396135,1.63904E+12,2025-03-29T23:59:59.999Z
2025-03-28T00:00:00.000Z,2025-03-28T23:59:59.999Z,2025-03-28T01:45:00.000Z,2025-03-28T17:14:00.000Z,2781,87185.23468,87489.86121,83557.64246,84353.15101,34198619509,1.67383E+12,2025-03-28T23:59:59.999Z
2025-03-27T00:00:00.000Z,2025-03-27T23:59:59.999Z,2025-03-27T02:50:00.000Z,2025-03-27T13:41:00.000Z,2781,86896.25488,87786.7234,85837.9337,87177.10211,24413471941,1.73001E+12,2025-03-27T23:59:59.999Z
